"curr_orig_dest","orig","dest","curr_travel_dist","curr_travel_time","curr_travel_dist_km","curr_travel_time_h","orig_intervention","dest_intervention","num_linked_pairs_observed","number_hosts_sampled_group_1","number_hosts_sampled_group_2","origin_district","destination_district","BTOTL_2011_origin","MTOTL_2011_origin","FTOTL_2011_origin","BTOTL_2011_destination","MTOTL_2011_destination","FTOTL_2011_destination","same_community","ln_curr_travel_dist_km","origin_control_community","number_hosts_sampled_group_1_female","number_hosts_sampled_group_1_male","number_hosts_sampled_group_1_f_baseline","number_hosts_sampled_group_1_m_baseline","number_hosts_sampled_group_1_f_post_baseline","number_hosts_sampled_group_1_m_post_baseline","number_hosts_sampled_group_2_female","number_hosts_sampled_group_2_male","number_hosts_sampled_group_2_f_baseline","number_hosts_sampled_group_2_m_baseline","number_hosts_sampled_group_2_f_post_baseline","number_hosts_sampled_group_2_m_post_baseline","num_linked_pairs_observed_baseline","max_possible_opposite_sex_pairs_in_sample_baseline","ln_max_possible_opposite_sex_pairs_in_sample_baseline","num_linked_pairs_observed_post_baseline","max_possible_opposite_sex_pairs_in_sample_post_baseline","ln_max_possible_opposite_sex_pairs_in_sample_post_baseline","max_possible_opposite_sex_pairs_in_sample_all","ln_max_possible_opposite_sex_pairs_in_sample_all","max_possible_opposite_sex_pairs_in_sample_post_baseline_all_x_pb","ln_max_possible_opposite_sex_pairs_in_sample_post_baseline_all_x_pb"
"Nkange_Molapowabojang","Nkange","Molapowabojang",85349,4522,85.349,1.25611111111111,"Intervention","Control",0,107,60,"Central Tutume","Southern",3660,1599,2061,9402,4503,4899,0,4.44674873271018,0,80,27,76,25,4,2,45,15,40,14,5,1,0,2064,7.63240112660145,0,14,2.63905732961526,2415,7.78945456608667,215,5.37063802812766
"Nkange_Nata","Nkange","Nata",626095,25411,626.095,7.05861111111111,"Intervention","Control",0,107,59,"Central Tutume","Central Tutume",3660,1599,2061,7694,3770,3924,0,6.43950211677464,0,80,27,76,25,4,2,48,11,39,9,9,2,0,1659,7.41397029019044,0,26,3.25809653802148,2176,7.68524360797583,403,5.99893656194668
"Nkange_Oodi","Nkange","Oodi",9501,1040,9.501,0.288888888888889,"Intervention","Intervention",0,107,73,"Central Tutume","Kgatleng",3660,1599,2061,5822,2798,3024,0,2.25139705622461,0,80,27,76,25,4,2,51,22,47,21,4,1,0,2771,7.92696354486298,0,12,2.484906649788,3137,8.05102220819068,188,5.23644196282995
"Nkange_Otse","Nkange","Otse",47597,2409,47.597,0.669166666666667,"Intervention","Intervention",0,107,99,"Central Tutume","South East",3660,1599,2061,8039,3903,4136,0,3.86276973404112,0,80,27,76,25,4,2,67,32,64,31,3,1,0,3956,8.2829886927426,0,10,2.30258509299405,4369,8.38228942895144,161,5.08140436498446
"Nkange_Ramokgonami","Nkange","Ramokgonami",315407,12625,315.407,3.50694444444444,"Intervention","Control",0,107,220,"Central Tutume","Central Mahalapye",3660,1599,2061,4557,2137,2420,0,5.75386386832197,0,80,27,76,25,4,2,153,67,58,21,95,46,0,3046,8.02158453345511,0,374,5.92425579741453,9491,9.15809926013049,6245,8.73953642255968
"Nkange_Ranaka","Nkange","Ranaka",76727,3580,76.727,0.994444444444444,"Intervention","Control",0,107,34,"Central Tutume","Southern",3660,1599,2061,3263,1635,1628,0,4.3402536672889,0,80,27,76,25,4,2,21,13,20,13,1,0,0,1488,7.30518821539304,0,2,0.693147180559945,1607,7.38212436573751,27,3.29583686600433
"Nkange_Sebina","Nkange","Sebina",496015,20437,496.015,5.67694444444444,"Intervention","Control",0,107,51,"Central Tutume","Central Tutume",3660,1599,2061,3670,1686,1984,0,6.20660616820313,0,80,27,76,25,4,2,39,12,35,10,4,2,0,1635,7.39939808333135,0,16,2.77258872223978,2013,7.60738142563979,268,5.59098698051086
"Nkange_Sefhare","Nkange","Sefhare",297479,12868,297.479,3.57444444444444,"Intervention","Intervention",0,107,24,"Central Tutume","Central Mahalapye",3660,1599,2061,5266,2425,2841,0,5.69534363425892,0,80,27,76,25,4,2,15,9,12,9,3,0,0,984,6.89162589705225,0,6,1.79175946922805,1125,7.02553831463852,81,4.39444915467244
"Nkange_Sefophe","Nkange","Sefophe",390807,15923,390.807,4.42305555555556,"Intervention","Control",0,107,121,"Central Tutume","Central Bobonong",3660,1599,2061,7021,3309,3712,0,5.96821383198365,0,80,27,76,25,4,2,88,33,85,30,3,3,0,4405,8.39049553837028,0,18,2.89037175789616,5016,8.52038808231276,321,5.77144112313002
"Nkange_Shakawe","Nkange","Shakawe",1120959,42736,1120.959,11.8711111111111,"Intervention","Control",0,107,313,"Central Tutume","Ngamiland West",3660,1599,2061,7369,3547,3822,0,7.02193984791623,0,80,27,76,25,4,2,225,88,85,29,140,59,0,4329,8.37309184744198,0,516,6.24610676548156,13115,9.48151189230097,8500,9.04782144247841
"Nkange_Shoshong","Nkange","Shoshong",241788,10088,241.788,2.80222222222222,"Intervention","Intervention",0,107,43,"Central Tutume","Central Mahalapye",3660,1599,2061,11864,5787,6077,0,5.48806130915763,0,80,27,76,25,4,2,37,6,35,5,2,1,0,1255,7.13489085156588,0,8,2.07944154167984,1479,7.2991214627108,134,4.89783979995091
"Nkange_Tati_siding","Nkange","Tati_siding",426968,16989,426.968,4.71916666666667,"Intervention","Intervention",1,107,277,"Central Tutume","North East",3660,1599,2061,8113,3817,4296,0,6.05670906896838,0,80,27,76,25,4,2,197,80,125,48,72,32,1,6773,8.8206993992149,0,272,5.605802066296,11719,9.3689667352586,4504,8.41272116981953
"Nkange_Tsetsebjwe","Nkange","Tsetsebjwe",442966,18268,442.966,5.07444444444444,"Intervention","Control",0,107,99,"Central Tutume","Central Bobonong",3660,1599,2061,4815,2248,2567,0,6.09349301766408,0,80,27,76,25,4,2,68,31,64,29,4,2,0,3804,8.24380842366528,0,16,2.77258872223978,4316,8.37008432637803,268,5.59098698051086
"Oodi_Bokaa","Oodi","Bokaa",34631,2148,34.631,0.596666666666667,"Intervention","Control",0,73,73,"Kgatleng","Kgatleng",5822,2798,3024,6406,3225,3181,0,3.54474923469391,0,51,22,47,21,4,1,54,19,52,19,2,0,0,1985,7.59337419312129,0,2,0.693147180559945,2157,7.67647364638916,44,3.78418963391826
"Oodi_Digawana","Oodi","Digawana",8065,801,8.065,0.2225,"Intervention","Intervention",0,73,28,"Kgatleng","Barolong",5822,2798,3024,3273,1571,1702,0,2.08753371157717,0,51,22,47,21,4,1,17,11,17,11,0,0,0,874,6.77308037565554,0,0,0,935,6.84054652928869,0,0
"Oodi_Gumare","Oodi","Gumare",991269,36955,991.269,10.2652777777778,"Intervention","Intervention",0,73,260,"Kgatleng","Ngamiland West",5822,2798,3024,8913,4205,4708,0,6.89898594048289,0,51,22,47,21,4,1,192,68,110,36,82,32,0,4002,8.29454951514368,0,210,5.34710753071747,7692,8.94793610670867,3436,8.14206328310415
"Oodi_Gweta","Oodi","Gweta",724657,28933,724.657,8.03694444444444,"Intervention","Intervention",0,73,131,"Kgatleng","Central Tutume",5822,2798,3024,7148,3546,3602,0,6.58569843945765,0,51,22,47,21,4,1,98,33,92,32,6,1,0,3436,8.14206328310415,0,10,2.30258509299405,3839,8.2529671950008,183,5.20948615284142
"Oodi_Lentsweletau","Oodi","Lentsweletau",59867,3580,59.867,0.994444444444444,"Intervention","Intervention",0,73,206,"Kgatleng","Kweneng East",5822,2798,3024,7420,3815,3605,0,4.09212543511322,0,51,22,47,21,4,1,128,78,52,20,76,58,0,2032,7.61677580869837,0,308,5.73009978297357,6794,8.82379514872053,4630,8.44031214708028
"Oodi_Lerala","Oodi","Lerala",344921,13683,344.921,3.80083333333333,"Intervention","Intervention",0,73,347,"Kgatleng","Serowe Palapye",5822,2798,3024,7413,3474,3939,0,5.84331540530293,0,51,22,47,21,4,1,244,103,75,30,169,73,0,2985,8.0013550258267,0,461,6.13339804299665,10621,9.27058845232154,7441,8.91476052739726
"Oodi_Letlhakeng","Oodi","Letlhakeng",120567,6159,120.567,1.71083333333333,"Intervention","Control",0,73,92,"Kgatleng","Kweneng West",5822,2798,3024,9809,4846,4963,0,4.79220561500827,0,51,22,47,21,4,1,68,24,59,24,9,0,0,2367,7.76937860951398,0,9,2.19722457733622,2720,7.90838715929004,198,5.28826703069454
"Oodi_Masunga","Oodi","Masunga",519097,21851,519.097,6.06972222222222,"Intervention","Intervention",0,73,182,"Kgatleng","North East",5822,2798,3024,5615,2522,3093,0,6.25209076358319,0,51,22,47,21,4,1,131,51,110,44,21,7,0,4378,8.38434727808281,0,49,3.89182029811063,5483,8.60940767540405,819,6.70808408385307
"Oodi_Mathangwane","Oodi","Mathangwane",465609,18952,465.609,5.26444444444444,"Intervention","Intervention",0,73,102,"Kgatleng","Central Tutume",5822,2798,3024,5947,2873,3074,0,6.14334622612732,0,51,22,47,21,4,1,79,23,50,12,29,11,0,1614,7.38647084882989,0,73,4.29045944114839,2911,7.97625194374562,1199,7.08924315502751
"Oodi_Maunatlala","Oodi","Maunatlala",360968,14881,360.968,4.13361111111111,"Intervention","Intervention",0,73,236,"Kgatleng","Serowe Palapye",5822,2798,3024,4921,2509,2412,0,5.88878931174461,0,51,22,47,21,4,1,155,81,58,27,97,54,0,2487,7.8188324438034,0,313,5.74620319054015,7541,8.92811007820265,4888,8.49453850085143
"Oodi_Metsimotlhabe","Oodi","Metsimotlhabe",19676,1654,19.676,0.459444444444444,"Intervention","Control",0,73,34,"Kgatleng","Kweneng East",5822,2798,3024,9154,4329,4825,0,2.97939961893309,0,51,22,47,21,4,1,25,9,24,9,1,0,0,927,6.83195356556585,0,1,0,1009,6.91671502035361,22,3.09104245335832
"Oodi_Mmadinare","Oodi","Mmadinare",410693,16190,410.693,4.49722222222222,"Intervention","Control",0,73,112,"Kgatleng","Central Bobonong",5822,2798,3024,15064,7261,7803,0,6.01784597674616,0,51,22,47,21,4,1,84,28,80,24,4,4,0,2808,7.9402277651457,0,20,2.99573227355399,3276,8.09437844497296,292,5.67675380226828
"Oodi_Mmandunyane","Oodi","Mmandunyane",431267,18446,431.267,5.12388888888889,"Intervention","Control",0,73,56,"Kgatleng","Central Tutume",5822,2798,3024,4254,2099,2155,0,6.06672738785847,0,51,22,47,21,4,1,42,14,38,14,4,0,0,1456,7.28344822875663,0,4,1.38629436111989,1638,7.40123126441302,88,4.47733681447821
"Oodi_Mmankgodi","Oodi","Mmankgodi",47748,2666,47.748,0.740555555555556,"Intervention","Intervention",0,73,166,"Kgatleng","Kweneng East",5822,2798,3024,7406,3493,3913,0,3.86593718123279,0,51,22,47,21,4,1,114,52,55,32,59,20,0,2659,7.88570539124302,0,139,4.93447393313069,5160,8.54869185847561,2318,7.7484600238997
"Oodi_Mmathethe","Oodi","Mmathethe",121380,6168,121.38,1.71333333333333,"Intervention","Control",0,73,135,"Kgatleng","Barolong",5822,2798,3024,6893,3412,3481,0,4.79892612040771,0,51,22,47,21,4,1,99,36,63,28,36,8,0,2639,7.87815533650332,0,68,4.21950770517611,4014,8.29754352935628,1200,7.09007683577609
"Oodi_Molapowabojang","Oodi","Molapowabojang",88210,4806,88.21,1.335,"Intervention","Control",0,73,60,"Kgatleng","Southern",5822,2798,3024,9402,4503,4899,0,4.47972033527068,0,51,22,47,21,4,1,45,15,40,14,5,1,0,1498,7.31188616407716,0,9,2.19722457733622,1755,7.47022413589997,161,5.08140436498446
"Oodi_Nata","Oodi","Nata",624532,25264,624.532,7.01777777777778,"Intervention","Control",0,73,59,"Kgatleng","Central Tutume",5822,2798,3024,7694,3770,3924,0,6.43700256924565,0,51,22,47,21,4,1,48,11,39,9,9,2,0,1242,7.12447826249342,0,17,2.83321334405622,1617,7.38832785957711,300,5.7037824746562
"Oodi_Nkange","Oodi","Nkange",9443,988,9.443,0.274444444444444,"Intervention","Intervention",0,73,107,"Kgatleng","Central Tutume",5822,2798,3024,3660,1599,2061,0,2.24527372628093,0,51,22,47,21,4,1,80,27,76,25,4,2,0,2771,7.92696354486298,0,12,2.484906649788,3137,8.05102220819068,190,5.24702407216049
"Oodi_Otse","Oodi","Otse",50458,2694,50.458,0.748333333333333,"Intervention","Intervention",0,73,99,"Kgatleng","South East",5822,2798,3024,8039,3903,4136,0,3.92114130707267,0,51,22,47,21,4,1,67,32,64,31,3,1,0,2801,7.93773177526011,0,7,1.94591014905531,3106,8.04109100370863,117,4.76217393479776
"Oodi_Ramokgonami","Oodi","Ramokgonami",313845,12478,313.845,3.46611111111111,"Intervention","Control",0,73,220,"Kgatleng","Central Mahalapye",5822,2798,3024,4557,2137,2420,0,5.74889923345932,0,51,22,47,21,4,1,153,67,58,21,95,46,0,2205,7.69848278788095,0,279,5.63121178182137,6783,8.82217476094608,4436,8.39750834847026
"Oodi_Ranaka","Oodi","Ranaka",79587,3865,79.587,1.07361111111111,"Intervention","Control",0,73,34,"Kgatleng","Southern",5822,2798,3024,3263,1635,1628,0,4.37685076292982,0,51,22,47,21,4,1,21,13,20,13,1,0,0,1031,6.93828448401696,0,1,0,1125,7.02553831463852,22,3.09104245335832
"Oodi_Sebina","Oodi","Sebina",494452,20290,494.452,5.63611111111111,"Intervention","Control",0,73,51,"Kgatleng","Central Tutume",5822,2798,3024,3670,1686,1984,0,6.20345007860619,0,51,22,47,21,4,1,39,12,35,10,4,2,0,1205,7.09423484592476,0,12,2.484906649788,1470,7.29301767977278,190,5.24702407216049
"Oodi_Sefhare","Oodi","Sefhare",295917,12722,295.917,3.53388888888889,"Intervention","Intervention",0,73,24,"Kgatleng","Central Mahalapye",5822,2798,3024,5266,2425,2841,0,5.69007900959771,0,51,22,47,21,4,1,15,9,12,9,3,0,0,675,6.51471269087253,0,3,1.09861228866811,789,6.67076632084587,66,4.18965474202643
"Oodi_Sefophe","Oodi","Sefophe",389245,15776,389.245,4.38222222222222,"Intervention","Control",0,73,121,"Kgatleng","Central Bobonong",5822,2798,3024,7021,3309,3712,0,5.96420896541645,0,51,22,47,21,4,1,88,33,85,30,3,3,0,3195,8.06934236681164,0,15,2.70805020110221,3619,8.19395302356374,219,5.3890717298165
"Oodi_Shakawe","Oodi","Shakawe",1124300,43061,1124.3,11.9613888888889,"Intervention","Control",0,73,313,"Kgatleng","Ngamiland West",5822,2798,3024,7369,3547,3822,0,7.02491589875571,0,51,22,47,21,4,1,225,88,85,29,140,59,0,3148,8.05452260953729,0,376,5.92958914338989,9438,9.15249937228633,6089,8.71423914360857
"Oodi_Shoshong","Oodi","Shoshong",240226,9942,240.226,2.76166666666667,"Intervention","Intervention",0,73,43,"Kgatleng","Central Mahalapye",5822,2798,3024,11864,5787,6077,0,5.48158014691874,0,51,22,47,21,4,1,37,6,35,5,2,1,0,970,6.87729607149743,0,6,1.79175946922805,1120,7.02108396428914,95,4.55387689160054
"Oodi_Tati_siding","Oodi","Tati_siding",425405,16842,425.405,4.67833333333333,"Intervention","Intervention",0,73,277,"Kgatleng","North East",5822,2798,3024,8113,3817,4296,0,6.05304165634069,0,51,22,47,21,4,1,197,80,125,48,72,32,0,4881,8.49310539588715,0,200,5.29831736654804,8414,9.03765226415047,3216,8.07589363029886
"Oodi_Tsetsebjwe","Oodi","Tsetsebjwe",441404,18121,441.404,5.03361111111111,"Intervention","Control",0,73,99,"Kgatleng","Central Bobonong",5822,2798,3024,4815,2248,2567,0,6.08996055585679,0,51,22,47,21,4,1,68,31,64,29,4,2,0,2707,7.9035962896143,0,12,2.484906649788,3077,8.03171037532204,190,5.24702407216049
"Otse_Bokaa","Otse","Bokaa",80372,4169,80.372,1.15805555555556,"Intervention","Control",0,99,73,"South East","Kgatleng",8039,3903,4136,6406,3225,3181,0,4.38666585682231,0,67,32,64,31,3,1,54,19,52,19,2,0,0,2828,7.94732502701646,0,2,0.693147180559945,3001,8.00670084544037,64,4.15888308335967
"Otse_Digawana","Otse","Digawana",55129,3170,55.129,0.880555555555556,"Intervention","Intervention",0,99,28,"South East","Barolong",8039,3903,4136,3273,1571,1702,0,4.00967589349277,0,67,32,64,31,3,1,17,11,17,11,0,0,0,1231,7.11558212618445,0,0,0,1281,7.15539630189673,0,0
"Otse_Gumare","Otse","Gumare",973589,35419,973.589,9.83861111111111,"Intervention","Intervention",0,99,260,"South East","Ngamiland West",8039,3903,4136,8913,4205,4708,0,6.88098924333505,0,67,32,64,31,3,1,192,68,110,36,82,32,0,5714,8.65067458279072,0,178,5.18178355029209,10700,9.27799902045,4768,8.46968220874519
"Otse_Gweta","Otse","Gweta",770399,30954,770.399,8.59833333333333,"Intervention","Intervention",0,99,131,"South East","Central Tutume",8039,3903,4136,7148,3546,3602,0,6.64690856245607,0,67,32,64,31,3,1,98,33,92,32,6,1,0,4900,8.49699048409872,0,9,2.19722457733622,5347,8.58429093494873,259,5.55682806169954
"Otse_Lentsweletau","Otse","Lentsweletau",101397,5195,101.397,1.44305555555556,"Intervention","Intervention",0,99,206,"South East","Kweneng East",8039,3903,4136,7420,3815,3605,0,4.6190435049206,0,67,32,64,31,3,1,128,78,52,20,76,58,0,2892,7.96970358327866,0,250,5.52146091786225,9322,9.14013247693269,6318,8.75115798136203
"Otse_Lerala","Otse","Lerala",390663,15704,390.663,4.36222222222222,"Intervention","Intervention",0,99,347,"South East","Serowe Palapye",8039,3903,4136,7413,3474,3939,0,5.96784529575927,0,67,32,64,31,3,1,244,103,75,30,169,73,0,4245,8.35349709874545,0,388,5.96100533962327,14709,9.59621483031934,10299,9.2398020821258
"Otse_Letlhakeng","Otse","Letlhakeng",160172,7448,160.172,2.06888888888889,"Intervention","Control",0,99,92,"South East","Kweneng West",8039,3903,4136,9809,4846,4963,0,5.07624823783509,0,67,32,64,31,3,1,68,24,59,24,9,0,0,3365,8.12118324207883,0,9,2.19722457733622,3784,8.23853693017177,288,5.66296048013595
"Otse_Masunga","Otse","Masunga",564838,23871,564.838,6.63083333333333,"Intervention","Intervention",0,99,182,"South East","North East",8039,3903,4136,5615,2522,3093,0,6.33653896436906,0,67,32,64,31,3,1,131,51,110,44,21,7,0,6226,8.73648935100155,0,42,3.73766961828337,7609,8.93708703617652,1141,7.03966034986208
"Otse_Mathangwane","Otse","Mathangwane",511351,20973,511.351,5.82583333333333,"Intervention","Intervention",0,99,102,"South East","Central Tutume",8039,3903,4136,5947,2873,3074,0,6.23705624285781,0,67,32,64,31,3,1,79,23,50,12,29,11,0,2318,7.7484600238997,0,62,4.12713438504509,4069,8.31115254800169,1665,7.41758040241454
"Otse_Maunatlala","Otse","Maunatlala",406709,16902,406.709,4.695,"Intervention","Intervention",0,99,236,"South East","Serowe Palapye",8039,3903,4136,4921,2509,2412,0,6.00809794200199,0,67,32,64,31,3,1,155,81,58,27,97,54,0,3526,8.16791936295782,0,259,5.55682806169954,10387,9.24831030322781,6722,8.81314100828505
"Otse_Metsimotlhabe","Otse","Metsimotlhabe",61206,3269,61.206,0.908055555555556,"Intervention","Control",0,99,34,"South East","Kweneng East",8039,3903,4136,9154,4329,4825,0,4.11424522392844,0,67,32,64,31,3,1,25,9,24,9,1,0,0,1320,7.18538701558042,0,1,0,1403,7.24636808010246,32,3.46573590279973
"Otse_Mmadinare","Otse","Mmadinare",456435,18211,456.435,5.05861111111111,"Intervention","Control",0,99,112,"South East","Central Bobonong",8039,3903,4136,15064,7261,7803,0,6.12344630216418,0,67,32,64,31,3,1,84,28,80,24,4,4,0,4016,8.29804166137157,0,16,2.77258872223978,4564,8.42595471098197,396,5.98141421125448
"Otse_Mmandunyane","Otse","Mmandunyane",477009,20467,477.009,5.68527777777778,"Intervention","Control",0,99,56,"South East","Central Tutume",8039,3903,4136,4254,2099,2155,0,6.16753535863487,0,67,32,64,31,3,1,42,14,38,14,4,0,0,2074,7.63723438878947,0,4,1.38629436111989,2282,7.73280753042202,128,4.85203026391962
"Otse_Mmankgodi","Otse","Mmankgodi",46973,2284,46.973,0.634444444444444,"Intervention","Intervention",0,99,166,"South East","Kweneng East",8039,3903,4136,7406,3493,3913,0,3.84957296855494,0,67,32,64,31,3,1,114,52,55,32,59,20,0,3753,8.23031079913502,0,119,4.77912349311153,7132,8.87234697898303,3228,8.07961802938984
"Otse_Mmathethe","Otse","Mmathethe",73250,3800,73.25,1.05555555555556,"Intervention","Control",0,99,135,"South East","Barolong",8039,3903,4136,6893,3412,3481,0,4.29387824789718,0,67,32,64,31,3,1,99,36,63,28,36,8,0,3745,8.22817689595132,0,60,4.0943445622221,5580,8.62694405537536,1688,7.4312996751559
"Otse_Molapowabojang","Otse","Molapowabojang",40081,2438,40.081,0.677222222222222,"Intervention","Control",0,99,60,"South East","Southern",8039,3903,4136,9402,4503,4899,0,3.69090240656516,0,67,32,64,31,3,1,45,15,40,14,5,1,0,2136,7.66669020008009,0,8,2.07944154167984,2445,7.80180040190897,227,5.4249500174814
"Otse_Nata","Otse","Nata",670274,27285,670.274,7.57916666666667,"Intervention","Control",0,99,59,"South East","Central Tutume",8039,3903,4136,7694,3770,3924,0,6.5076865840095,0,67,32,64,31,3,1,48,11,39,9,9,2,0,1785,7.48717369421374,0,15,2.70805020110221,2273,7.72885582385254,422,6.04500531403601
"Otse_Nkange","Otse","Nkange",46866,2361,46.866,0.655833333333333,"Intervention","Intervention",0,99,107,"South East","Central Tutume",8039,3903,4136,3660,1599,2061,0,3.84729246585622,0,67,32,64,31,3,1,80,27,76,25,4,2,0,3956,8.2829886927426,0,10,2.30258509299405,4369,8.38228942895144,262,5.5683445037611
"Otse_Oodi","Otse","Oodi",50542,2693,50.542,0.748055555555556,"Intervention","Intervention",0,99,73,"South East","Kgatleng",8039,3903,4136,5822,2798,3024,0,3.92280467379282,0,67,32,64,31,3,1,51,22,47,21,4,1,0,2801,7.93773177526011,0,7,1.94591014905531,3106,8.04109100370863,195,5.27299955856375
"Otse_Ramokgonami","Otse","Ramokgonami",359586,14499,359.586,4.0275,"Intervention","Control",0,99,220,"South East","Central Mahalapye",8039,3903,4136,4557,2137,2420,0,5.88495336969276,0,67,32,64,31,3,1,153,67,58,21,95,46,0,3142,8.05261481881557,0,233,5.4510384535657,9385,9.14686794902061,6122,8.71964411950536
"Otse_Ranaka","Otse","Ranaka",41030,1907,41.03,0.529722222222222,"Intervention","Control",0,99,34,"South East","Southern",8039,3903,4136,3263,1635,1628,0,3.71430350645409,0,67,32,64,31,3,1,21,13,20,13,1,0,0,1452,7.28069719538474,0,1,0,1543,7.34148385236316,32,3.46573590279973
"Otse_Sebina","Otse","Sebina",540194,22311,540.194,6.1975,"Intervention","Control",0,99,51,"South East","Central Tutume",8039,3903,4136,3670,1686,1984,0,6.29192833429942,0,67,32,64,31,3,1,39,12,35,10,4,2,0,1725,7.45298232946546,0,10,2.30258509299405,2052,7.62657020629066,262,5.5683445037611
"Otse_Sefhare","Otse","Sefhare",341659,14742,341.659,4.095,"Intervention","Intervention",0,99,24,"South East","Central Mahalapye",8039,3903,4136,5266,2425,2841,0,5.83381316362825,0,67,32,64,31,3,1,15,9,12,9,3,0,0,948,6.85435450225502,0,3,1.09861228866811,1083,6.98749024700099,96,4.56434819146784
"Otse_Sefophe","Otse","Sefophe",434986,17797,434.986,4.94361111111111,"Intervention","Control",0,99,121,"South East","Central Bobonong",8039,3903,4136,7021,3309,3712,0,6.07531384666273,0,67,32,64,31,3,1,88,33,85,30,3,3,0,4555,8.42398080969406,0,12,2.484906649788,5027,8.52257866369258,297,5.6937321388027
"Otse_Shakawe","Otse","Shakawe",1106621,41524,1106.621,11.5344444444444,"Intervention","Control",0,99,313,"South East","Ngamiland West",8039,3903,4136,7369,3547,3822,0,7.00906650733076,0,67,32,64,31,3,1,225,88,85,29,140,59,0,4491,8.40983067308774,0,317,5.75890177387728,13096,9.48006211905097,8433,9.03990785957464
"Otse_Shoshong","Otse","Shoshong",285968,11962,285.968,3.32277777777778,"Intervention","Intervention",0,99,43,"South East","Central Mahalapye",8039,3903,4136,11864,5787,6077,0,5.65587991644802,0,67,32,64,31,3,1,37,6,35,5,2,1,0,1405,7.24779258176785,0,5,1.6094379124341,1586,7.36897040219479,131,4.87519732320115
"Otse_Tati_siding","Otse","Tati_siding",471147,18863,471.147,5.23972222222222,"Intervention","Intervention",0,99,277,"South East","North East",8039,3903,4136,8113,3817,4296,0,6.15517014723358,0,67,32,64,31,3,1,197,80,125,48,72,32,0,6947,8.84606519069288,0,168,5.12396397940326,11664,9.36426245424844,4448,8.40020983593042
"Otse_Tsetsebjwe","Otse","Tsetsebjwe",487146,20142,487.146,5.595,"Intervention","Control",0,99,99,"South East","Central Bobonong",8039,3903,4136,4815,2248,2567,0,6.18856387281434,0,67,32,64,31,3,1,68,31,64,29,4,2,0,3840,8.25322764558177,0,10,2.30258509299405,4253,8.35537989525363,262,5.5683445037611
"Ramokgonami_Bokaa","Ramokgonami","Bokaa",284488,10801,284.488,3.00027777777778,"Control","Control",0,220,73,"Central Mahalapye","Kgatleng",4557,2137,2420,6406,3225,3181,0,5.65069107341495,1,153,67,58,21,95,46,54,19,52,19,2,0,0,2194,7.69348164083518,0,92,4.52178857704904,6525,8.78339623219089,134,4.89783979995091
"Ramokgonami_Digawana","Ramokgonami","Digawana",306842,11932,306.842,3.31444444444444,"Control","Intervention",0,220,28,"Central Mahalapye","Barolong",4557,2137,2420,3273,1571,1702,0,5.72633295712487,1,153,67,58,21,95,46,17,11,17,11,0,0,0,995,6.90274273715859,0,0,0,2822,7.94520113241276,0,0
"Ramokgonami_Gumare","Ramokgonami","Gumare",885135,33671,885.135,9.35305555555555,"Control","Intervention",0,220,260,"Central Mahalapye","Ngamiland West",4557,2137,2420,8913,4205,4708,0,6.78574017574741,1,153,67,58,21,95,46,192,68,110,36,82,32,0,4398,8.38890517111471,0,6812,8.82644104178258,23268,10.0548343050307,10390,9.24859908409327
"Ramokgonami_Gweta","Ramokgonami","Gweta",511300,20760,511.3,5.76666666666667,"Control","Intervention",0,220,131,"Central Mahalapye","Central Tutume",4557,2137,2420,7148,3546,3602,0,6.23695650208595,1,153,67,58,21,95,46,98,33,92,32,6,1,0,3788,8.23959345430597,0,371,5.91620206260743,11615,9.36005264520451,555,6.31896811374643
"Ramokgonami_Lentsweletau","Ramokgonami","Lentsweletau",299647,11724,299.647,3.25666666666667,"Control","Intervention",0,220,206,"Central Mahalapye","Kweneng East",4557,2137,2420,7420,3815,3605,0,5.70260511517378,1,153,67,58,21,95,46,128,78,52,20,76,58,0,2252,7.71957398925958,0,9006,9.10564630086152,20510,9.92866785106643,13966,9.54438108340598
"Ramokgonami_Lerala","Ramokgonami","Lerala",50171,2543,50.171,0.706388888888889,"Control","Intervention",0,220,347,"Central Mahalapye","Serowe Palapye",4557,2137,2420,7413,3474,3939,0,3.91543717052793,1,153,67,58,21,95,46,244,103,75,30,169,73,0,3315,8.10621290261996,0,14709,9.59621483031934,32107,10.3768293538804,22492,10.0209149694121
"Ramokgonami_Letlhakeng","Ramokgonami","Letlhakeng",423489,17479,423.489,4.85527777777778,"Control","Control",0,220,92,"Central Mahalapye","Kweneng West",4557,2137,2420,9809,4846,4963,0,6.0485275397288,1,153,67,58,21,95,46,68,24,59,24,9,0,0,2631,7.87511928104029,0,414,6.02586597382531,8228,9.01529825077285,603,6.40191719672719
"Ramokgonami_Masunga","Ramokgonami","Masunga",305739,13678,305.739,3.79944444444444,"Control","Intervention",0,220,182,"Central Mahalapye","North East",4557,2137,2420,5615,2522,3093,0,5.72273179681461,1,153,67,58,21,95,46,131,51,110,44,21,7,0,4862,8.48920515487607,0,1631,7.39694860262101,16580,9.71595242868929,2478,7.81520706218909
"Ramokgonami_Mathangwane","Ramokgonami","Mathangwane",252252,10779,252.252,2.99416666666667,"Control","Intervention",0,220,102,"Central Mahalapye","Central Tutume",4557,2137,2420,5947,2873,3074,0,5.53042858784451,1,153,67,58,21,95,46,79,23,50,12,29,11,0,1746,7.46508273639955,0,2379,7.77443551030296,8812,9.08386970792223,3626,8.1958853913148
